id,title,subtitle,authors,publisher,published_date,description,categories,page_count,average_rating,ratings_count,language,isbn_10,isbn_13,info_link,buy_link,retail_price,currency_code,thumbnail_link,is_ebook,genre
2d18SYN7TZsC,Bookwise,Teacher's guide,Sharon Parsons,Nelson Thornes,2001,"With a balance of fiction and non-fiction text types and genres, Bookwise is carefully graded and organised into five cross-curricular strands, encouraging links to other subjects. The full-colour readers are accompanied by Teacher's Guides and Resource Sheets to help you get the most out of your Guided Reading and Writing sessions.",Juvenile Nonfiction,132,,0,en,0748759212,9780748759217,http://books.google.com/books?id=2d18SYN7TZsC&dq=non-fiction&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Non Fiction
qzIXoq9g2X8C,Strategies That Work,Teaching Comprehension for Understanding and Engagement,"Stephanie Harvey, Anne Goudvis",Stenhouse Publishers,2007,"Describes strategies teachers can use to promote reading comprehension in students from kindergarten through eighth grade; and includes examples of student work, illustrations, and other reference tools.",Education,361,4.5,2,en,157110481X,9781571104816,http://books.google.com/books?id=qzIXoq9g2X8C&dq=non-fiction&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Non Fiction
H9lYESPjKjAC,Other People'S Children,Cultural Conflict in the Classroom,Lisa D. Delpit,The New Press,2006,"An updated edition of the award-winning analysis of the role of race in the classroom features a new author introduction and framing essays by Herbert Kohl and Charles Payne, in an account that shares ideas about how teachers can function as ""cultural transmitters"" in contemporary schools and communicate more effectively to overcome race-related academic challenges. Original.",Education,258,,0,en,1595580743,9781595580740,http://books.google.com/books?id=H9lYESPjKjAC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
ARNFDwAAQBAJ,Be Kind,,Pat Zietlow Miller,,2018-02-06,"A thoughtful picture book illustrating the power of small acts of kindness, from the award-winning author of Sophie's Squash.",Juvenile Fiction,37,,0,en,1626723214,9781626723214,http://books.google.com/books?id=ARNFDwAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
TVg80AEACAAJ,The Art Book For Children,,"Ferren Gipson, Amanda Renshaw, Gilda Williams",Phaidon Press,2024-05-22,"'A perfect introduction to art for parents and children to enjoy together.' - The Guardian A brand-new combined, revised, and expanded edition of the ground-breaking, iconic art book series for children - perfect for readers aged 7-12 Two decades ago, Phaidon published the first volume in The Art Book for Children series (adapted especially for children from Phaidon's iconic The Art Book), which quickly became beloved by children and parents the world over. To share its legacy with a new generat",Art,0,,0,en,1838667873,9781838667870,http://books.google.com/books?id=TVg80AEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
_WOw6NdE-z4C,Building A Culture Of Literacy In Your Community Through Día,"El Día de Los Niños, El Día de Los Libros",Jeanette Larson,American Library Association,2011-03-29,"A celebration of children, families, and reading held annually since 1996, Children’s Day/Book Day, known as Día, emphasizes the importance of literacy for children of all linguistic and cultural backgrounds. In anticipation of Día’s fifteenth anniversary, the Association for Library Service to Children (ALSC) presents a collection of the best of its Día programming ideas, offering * A wealth of ready-to-use programs, easily adaptable for a variety of cultures * Cultural competency training tips",Education,138,5,2,en,0838935990,9780838935996,https://play.google.com/store/books/details?id=_WOw6NdE-z4C&source=gbs_api,https://play.google.com/store/books/details?id=_WOw6NdE-z4C&rdid=book-_WOw6NdE-z4C&rdot=1&source=gbs_api,28.44,USD,,True,Children
XP1EDQAAQBAJ,The Very Hungry Caterpillar,,Eric Carle,Penguin,2016-11-22,"The all-time classic picture book, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life? For the first time, Eric Carle’s The Very Hungry Caterpillar is now available in e-book format, perfect for storytime anywhere. As an added bonus, it includes read-aloud audio of Eric Carle reading his classic story. This fine audio production pairs perfectly with the classic story, and it makes for a fantastic new way to enco",Juvenile Fiction,30,3.5,4,en,1524739553,9781524739553,https://play.google.com/store/books/details?id=XP1EDQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=XP1EDQAAQBAJ&rdid=book-XP1EDQAAQBAJ&rdot=1&source=gbs_api,6.99,USD,,True,Children
vvGjivw-rHgC,The Children'S Book,,A. S. Byatt,Vintage Canada,2009-11-03,"From the renowned author of Possession, The Children’s Book is the absorbing story of the close of what has been called the Edwardian summer: the deceptively languid, blissful period that ended with the cataclysmic destruction of World War I. In this compelling novel, A.S. Byatt summons up a whole era, revealing that beneath its golden surface lay tensions that would explode into war, revolution and unbelievable change — for the generation that came of age before 1914 and, most of all, for their",Fiction,626,,0,en,0307373835,9780307373830,http://books.google.com/books?id=vvGjivw-rHgC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
c3xIEAAAQBAJ,Can Sophie Change The World?,,Nancy Elizabeth Wallace,Chronicle Books,2022-03-08,"This is Pay It Forward meets the #BeKind movement, as seen through a Jewish principle. It's Grandpop's birthday, and all he wants is one little thing: for Sophie to change the world. He wants Sophie to do a mitzvah—something kind for others. But what exactly does that mean? As Sophie shares, teaches, helps her friends, takes care of birds, and picks up litter, she wonders which of these acts, if any, might change the world. By performing this sequence of poignant mitzvahs with an open heart, une",Juvenile Fiction,33,,0,en,1452181594,9781452181592,http://books.google.com/books?id=c3xIEAAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
h_iZswEACAAJ,Where Is Bear?,A Terrific Tale for 2-year-olds,Libby Martinez,Centers for Disease Control & Prevention,2017,"""Meet Tiger, Bear, and their forest friends, Bird, Frog, Fox, and Turtle! In this terrifically unique and interactive tale, your 2-year-old child with help Tiger find Bear. Each step in your child's quest to find Bear highlights important milestones in your child's growth and development. Look for the leaf at the bottom of the page for these Milestone Moments""--Back cover.",Juvenile Fiction,20,,0,en,0160941563,9780160941566,http://books.google.com/books?id=h_iZswEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
Y-DYCwAAQBAJ,Reading Picture Books With Children,How to Shake Up Storytime and Get Kids Talking about What They See,Megan Dowd Lambert,Charlesbridge Publishing,2015-11-03,"A new, interactive approach to storytime, The Whole Book Approach was developed in conjunction with the Eric Carle Museum of Picture Book Art and expert author Megan Dowd Lambert's graduate work in children's literature at Simmons College, offering a practical guide for reshaping storytime and getting kids to think with their eyes. Traditional storytime often offers a passive experience for kids, but the Whole Book approach asks the youngest of readers to ponder all aspects of a picture book and",Education,180,,0,en,1580896626,9781580896627,http://books.google.com/books?id=Y-DYCwAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
gotuEWAj_MwC,The Book Of Children,Supporting the Freedom and Intelligence of a New Generation,Osho,Macmillan,2013-07-16,"Children have a natural authenticity and freedom, a joyfulness and a playfulness and a natural creativity. This book calls for a ""children's liberation movement"" to break through the patterns and create the opportunity for an entirely new way of relating as human beings.",Family & Relationships,257,,0,en,1250006201,9781250006202,http://books.google.com/books?id=gotuEWAj_MwC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
NM2lANfmxUAC,Children'S Literature,,"Elizabeth Lennox Keyser, Julie Pfeiffer",Yale University Press,2002-01-01,Annual of The Modern Language Association Division on Children’s Literature and The Children’s Literature Association ARTICLES: Perry Nodelman Speculations on the Characteristics of Children’s Fiction; Roderick McGillis The Pleasure of the Process; Thomas Travisano Of Dialectic and Divided Consciousness; Margaret R. Higonnet A Pride of Pleasures; Perry Nodelman The Urge to Sameness; Kenneth Kidd Boyology in the Twentieth Century; Marilynn Olson Turn-of-the-Century Grotesque; Peter Hollindale Pla,Literary Criticism,278,,0,en,0300094892,9780300094893,http://books.google.com/books?id=NM2lANfmxUAC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
cIwrAQAAMAAJ,Poetry Speaks To Children,,Elise Paschen,Sourcebooks MediaFusion,2005,A collection of 95 remarkable poems by the poets and a few close friends.,Juvenile Nonfiction,120,,0,en,,,http://books.google.com/books?id=cIwrAQAAMAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
yxNbEAAAQBAJ,Illustrating Children'S Books,Creating Pictures for Publication,Martin Salisbury,Bloomsbury Publishing,2018,"Learn how to create effective illustrations to match children's stories for different age groups.The art of illustration for children has a long and rich tradition, and for generations has been loved by countless readers. Illustrating Children's Books shows you how to create beautiful artwork for children, examines the approaches taken by advanced-level students and leading artists and describes how their ideas evolve from start to finish through step-by-step sketches.- Identify the techniques u",Art,10,,0,en,1912217570,9781912217571,http://books.google.com/books?id=yxNbEAAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
-m3vDwAAQBAJ,C Is For Country,,Lil Nas X,Random House Books for Young Readers,2021-01-05,"NEW YORK TIMES BESTSELLER • It’s time to saddle up! Lil Nas X, the chart-topping music icon and internet sensation behind the hit single “Old Town Road,” has crafted an empowering alphabet adventure that shows off his signature “S is for Swagger” and “X is for Extra” energy in a kid-friendly picture book that is one of a kind—just like him! A is for Adventure. Every day is a brand-new start! B is for Boots—whether they’re big or small, short or tall. And C is for Country. Join superstar Lil Nas ",Juvenile Fiction,23,,0,en,0593300807,9780593300800,https://play.google.com/store/books/details?id=-m3vDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=-m3vDwAAQBAJ&rdid=book--m3vDwAAQBAJ&rdot=1&source=gbs_api,4.99,USD,,True,Children
MssvPAAACAAJ,The Children'S Book Of Heroes,,William J. Bennett,Simon & Schuster,1997-10-06,"William Bennett and Michael Hague, the team that brought us the national bestseller The Children's Book of Virtues, have once again collaborated to create The Children's Book of Heroes, a beautifully illustrated celebration of heroic deeds, both real and fictional, that will delight and inspire millions of young children and their parents. ""We all need a hero or two to help us stand fast and think right,"" says William J. Bennett, author of The Book of Virtues, the bestseller that millions of Ame",Biography & Autobiography,0,,0,en,0684834456,9780684834450,http://books.google.com/books?id=MssvPAAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
K-CGZEc1ArUC,The 5 Love Languages Of Children,,"Gary Chapman, Ross Campbell",Moody Publishers,2012-02-01,"Does your child speak a different language? Sometimes they wager for your attention, and other times they ignore you completely. Sometimes they are filled with gratitude and affection, and other times they seem totally indifferent. Attitude. Behavior. Development. Everything depends on the love relationship between you and your child. When children feel loved, they do their best. But how can you make sure your child feels loved? Since 1992, Dr. Gary Chapman's best-selling book The 5Love Language",Family & Relationships,245,5,3,en,0802479332,9780802479334,http://books.google.com/books?id=K-CGZEc1ArUC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
zbX9jwEACAAJ,The Barefoot Book Of Children,,"Tessa Strickland, Kate Depalma",,2016,"The Barefoot Book of children takes its readers on a visual trek across the globe, where they discover that--despite our different clothes and homes and languages--we are more alike than different.",Juvenile Nonfiction,0,,0,en,1782852964,9781782852964,http://books.google.com/books?id=zbX9jwEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
yTVDuQEACAAJ,A Children'S Book Of Demons,,Aaron Leighton,,2019-05-22,"With this handy Necronomicon for kids, and its easy to follow how-to steps, summoning demons has never been so much fun!",Juvenile Fiction,48,5,2,en,1927668662,9781927668665,http://books.google.com/books?id=yTVDuQEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
9qtVr-_gN6cC,The Children Of Men,,P. D. James,Vintage Canada,2012-01-11,"The year is 2021. No child has been born for twenty-five years. The human race faces extinction. Under the despotic rule of Xan Lyppiat, the Warden of England, the old are despairing and the young cruel. Theo Faren, a cousin of the Warden, lives a solitary life in this ominous atmosphere. That is, until a chance encounter with a young woman leads him into contact with a group of dissenters. Suddenly his life is changed irrevocably as he faces agonising choices which could affect the future of ma",Fiction,323,4,1,en,0307367711,9780307367716,http://books.google.com/books?id=9qtVr-_gN6cC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
724ezgEACAAJ,"A Lion For The Emperor, Volume 2",,Sophie De Mullenheim,In the Shadows of Rome,2021-03-08,"A Lion for the Emperor is the second volume of the gripping new series for 10 year olds and up titled In the Shadows of Rome (5 books total). Being a Christian in ancient Rome was very dangerous. To spread the faith and stay alive, you had to live in the shadows . . . Maximus and Aghiles join their friend Titus on his father's expedition to capture a magnificent lion in the forests of North Africa. After surviving the dangers of the hunt, the three friends face a perilous voyage back to Rome. Th",Juvenile Fiction,224,,0,en,1621644561,9781621644569,http://books.google.com/books?id=724ezgEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
dh6LMAEACAAJ,The World Of Children,,"Greg Cook, Joan Littlefield Cook",Pearson College Division,2013-07-08,"ALERT: Before you purchase, check with your instructor or review your course syllabus to ensure that you select the correct ISBN. Several versions of Pearson's MyLab & Mastering products exist for each title, including customized versions for individual schools, and registrations are not transferable. In addition, you may need a CourseID, provided by your instructor, to register for and use Pearson's MyLab & Mastering products. Packages Access codes for Pearson's MyLab & Mastering products may n",Psychology,656,,0,en,0205953735,9780205953738,http://books.google.com/books?id=dh6LMAEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
ziykJemypD8C,Encounters With Children,Pediatric Behavior and Development,"Suzanne D. Dixon, Martin T. Stein",Mosby,1992,TABLE OF CONTENTS. 1. Basic perspectives: biases and format / S. D. Dixon and M. T. Stein. 2. Setting the stage: theories and concepts of child development / S. D. Dixon. 3. Interviewing in a pediatric setting / M. T. Stein. 4. Designing an office with a developmental perspective / M. T. Stein. 5. The prenatal visit: making an alliance with the family / S. D. Dixon. 6. The newborn examination: innate readiness for interaction with the environment / S. D. Dixon. 7. The hospital discharge examinat,Medical,516,,0,en,0801614325,9780801614323,http://books.google.com/books?id=ziykJemypD8C&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
LIBePgAACAAJ,One Thousand And One Children'S Books You Must Read Before You Grow Up,,"Julia Eccleshare, Quentin Blake",,2009,"The perfect introduction to the very best books for children, from wordless picture books and simple, illustrated story books through to hard-hitting and edgy teenage fiction. Introduces a wonderfully rich world of literature to parents and their children, offering both new titles and much loved classics.",Best books,960,4,2,en,0733325629,9780733325625,http://books.google.com/books?id=LIBePgAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
dCgxDwAAQBAJ,Children'S Rights,,Ursula Kilkelly,Routledge,2017-07-05,"The articles in this volume shed light on some of the major tensions in the field of children?s rights (such as the ways in which children?s best interests and respect for their autonomy can be reconciled), challenges (such as how the CRC can be made a reality in the lives of children in the face of ignorance, apathy or outright opposition) and critiques (whether children?s rights are a Western imposition or a successful global consensus). Along the way, the writing covers a myriad of issues, en",Law,647,,0,en,1351572075,9781351572071,http://books.google.com/books?id=dCgxDwAAQBAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
t7VRAAAACAAJ,When Children Grieve,"For Adults to Help Children Deal With Death, Divorce, Pet Loss, Moving, and Other Losses","John W. James, Russell Friedman, Leslie Landon Matthews",,2001-05-01,"To watch a child grieve & not know what to do is one of the most difficult experiences for parents, teachers, & caregivers. This book offers guidelines for helping children develop a lifelong, healthy response to loss. This cutting-edge volume will help free children from the false idea that they shouldn't feel badÓ & will empower them with positive, effective methods of dealing with loss. There are many life experiences that can produce feelings of grief in a child, everything from the death of",Social Science,268,,0,en,0756757819,9780756757816,http://books.google.com/books?id=t7VRAAAACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
Kb-vzQEACAAJ,"Developmentally Appropriate Practice In Early Childhood Programs Serving Children From Birth Through Age 8, Fourth Edition (Fully Revised And Updated)",,Naeyc,,2021-08,"The long-awaited new edition of NAEYC's book Developmentally Appropriate Practice in Early Childhood Programs is here, fully revised and updated! Since the first edition in 1987, it has been an essential resource for the early childhood education field. Early childhood educators have a professional responsibility to plan and implement intentional, developmentally appropriate learning experiences that promote the social and emotional development, physical development and health, cognitive develop",Education,400,,0,en,1938113950,9781938113956,http://books.google.com/books?id=Kb-vzQEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
nWEICgAAQBAJ,Children’S Images Of Identity,Drawing the Self and the Other,"Jill Brown, Nicola F. Johnson",Springer,2015-06-25,"""The understandings which children have of Indigenous identity provide means by which to explore the ways in which Indigenous identity is both projected and constructed in society. These understandings play a powerful part in the ways in which Indigenous peoples are positioned in the mainstream society with which they are connected. The research presented in this edited collection uses children’s drawings to illuminate and explore the images children, both mainstream and Indigenous, have of Indi",Education,187,,0,en,9463001247,9789463001243,https://play.google.com/store/books/details?id=nWEICgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=nWEICgAAQBAJ&rdid=book-nWEICgAAQBAJ&rdot=1&source=gbs_api,39.49,USD,,True,Children
OWNHDwAAQBAJ,Rethinking Children'S Rights,Attitudes in Contemporary Society,"Phil Jones, Sue Welch",Bloomsbury Publishing,2018-02-22,"Rethinking Children's Rights explores attitudes towards and experiences of children's rights. Phil Jones and Sue Welch draw on a wide range of thought, research and practice from different fields and countries to debate, challenge and re-appraise long held beliefs, attitudes and ways of working and living with children. This second edition contains updated references to legislation and research underpinning children's rights, reflecting on recent scholarship and on the current world context. New",Education,311,,0,en,1350001260,9781350001268,https://play.google.com/store/books/details?id=OWNHDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=OWNHDwAAQBAJ&rdid=book-OWNHDwAAQBAJ&rdot=1&source=gbs_api,97.2,USD,,True,Children
wdSkEAAAQBAJ,Exploring Children'S Suffrage,Interdisciplinary Perspectives on Ageless Voting,John Wall,Springer Nature,2023-01-01,"This edited volume offers a critical, thorough, and interdisciplinary examination of arguments for eliminating the minimum democratic voting age. As children and youth increasingly assert their political voices on issues such as climate change, gun legislation, Black Lives Matter, and education reform, calls for youth enfranchisement merit further academic conversation. Leading scholars in childhood studies, political science, philosophy, history, law, medicine, and economics come together in th",Political Science,232,,0,en,3031145410,9783031145414,https://play.google.com/store/books/details?id=wdSkEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=wdSkEAAAQBAJ&rdid=book-wdSkEAAAQBAJ&rdot=1&source=gbs_api,95.2,USD,,True,Children
kJJ5DwAAQBAJ,"The Challenge Of Children'S Rights For Canada, 2Nd Edition",,"Katherine Covell, R. Brian Howe, J.C. Blokhuis",Wilfrid Laurier Univ. Press,2018-08-30,"More than a quarter of a century has passed since Canada promised to recognize and respect the rights of children under the United Nations Convention on the Rights of the Child. Ratification of the Convention cannot, however, guarantee that everyone will abandon proprietary notions about children, or that all children will be free to enjoy the substance of their rights in every social and institutional context in which they find themselves, including—and perhaps especially—within families. This ",Law,328,,0,en,1771123575,9781771123570,https://play.google.com/store/books/details?id=kJJ5DwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=kJJ5DwAAQBAJ&rdid=book-kJJ5DwAAQBAJ&rdot=1&source=gbs_api,44.99,USD,,True,Children
C2ZDDwAAQBAJ,Go Show The World,A Celebration of Indigenous Heroes,Wab Kinew,Tundra Books,2018-09-11,"""We are a people who matter."" Inspired by President Barack Obama's Of Thee I Sing, Go Show the World is a tribute to historic and modern-day Indigenous heroes, featuring important figures such as Tecumseh, Sacagawea and former NASA astronaut John Herrington. Celebrating the stories of Indigenous people throughout time, Wab Kinew has created a powerful rap song, the lyrics of which are the basis for the text in this beautiful picture book, illustrated by the acclaimed Joe Morse. Including figures",Juvenile Fiction,44,,0,en,0735262934,9780735262935,https://play.google.com/store/books/details?id=C2ZDDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=C2ZDDwAAQBAJ&rdid=book-C2ZDDwAAQBAJ&rdot=1&source=gbs_api,10.99,USD,,True,Children
cLxAtwEACAAJ,Beautiful Things,An Orthodox Coloring Book for Children,,,2018-06-05,"The Orthodox Christian experience is infused with beauty. God calls to us through the presence of beautiful things-from the elegant chalice that houses Christ's very body to the icons of beloved saints hanging in our homes. Beautiful Things is a 64-page coloring book for our littlest believers. As they color the Good Shepherd or the Jesus Prayer, they are cultivating their own sensibility to beauty while learning to recognize some of the meaningful symbols, elements, and motifs of the Church.",,64,,0,en,1944967427,9781944967420,http://books.google.com/books?id=cLxAtwEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
APzgCL8mgHUC,The Whole-Brain Child,12 Revolutionary Strategies to Nurture Your Child's Developing Mind,"Daniel J. Siegel, Md, Tina Payne Bryson",Delacorte Press,2011-10-04,"NEW YORK TIMES BESTSELLER • More than 1 million copies in print! • The authors of No-Drama Discipline and The Yes Brain explain the new science of how a child’s brain is wired and how it matures in this pioneering, practical book. “Simple, smart, and effective solutions to your child’s struggles.”—Harvey Karp, M.D. In this pioneering, practical book, Daniel J. Siegel, neuropsychiatrist and author of the bestselling Mindsight, and parenting expert Tina Payne Bryson offer a revolutionary approach ",Family & Relationships,194,,0,en,0553907255,9780553907254,https://play.google.com/store/books/details?id=APzgCL8mgHUC&source=gbs_api,https://play.google.com/store/books/details?id=APzgCL8mgHUC&rdid=book-APzgCL8mgHUC&rdot=1&source=gbs_api,9.99,USD,,True,Children
5BgsEAAAQBAJ,Skysisters,,Jan Bourdeau Waboose,Kids Can Press Ltd,2021-04-15,Wisdom comes to two Ojibway sisters as they share a powerful night together watching the northern lights.,Juvenile Fiction,34,,0,en,1525308556,9781525308550,https://play.google.com/store/books/details?id=5BgsEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=5BgsEAAAQBAJ&rdid=book-5BgsEAAAQBAJ&rdot=1&source=gbs_api,5.99,USD,,True,Children
MCguDgAAQBAJ,When We Were Alone,,David A. Robertson,Portage & Main Press,2017-02-13,"Winner of the 2017 Governor General's Literary Award! A young girl notices things about her grandmother that make her curious. Why does her grandmother have long, braided hair and beautifully coloured clothing? Why does she speak Cree and spend so much time with her family? As the girl asks questions, her grandmother shares her experiences in a residential school, when all of these things were taken away. Also available in a bilingual Swampy Cree/English edition. Download the free teacher guide ",Juvenile Fiction,36,,0,en,1553796969,9781553796961,https://play.google.com/store/books/details?id=MCguDgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=MCguDgAAQBAJ&rdid=book-MCguDgAAQBAJ&rdot=1&source=gbs_api,9.99,USD,,True,Children
1q_xAwAAQBAJ,"Oh, The Places You'Ll Go!",,Dr. Seuss,RH Childrens Books,2013-09-24,"Dr. Seuss’s wonderfully wise Oh, the Places You’ll Go! celebrates all of our special milestones—from graduations to birthdays and beyond! “[A] book that has proved to be popular for graduates of all ages since it was first published.”—The New York Times From soaring to high heights and seeing great sights to being left in a Lurch on a prickle-ly perch, Dr. Seuss addresses life’s ups and downs with his trademark humorous verse and whimsical illustrations. The inspiring and timeless message encour",Juvenile Fiction,29,3,5,en,0385371985,9780385371988,https://play.google.com/store/books/details?id=1q_xAwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=1q_xAwAAQBAJ&rdid=book-1q_xAwAAQBAJ&rdot=1&source=gbs_api,9.99,USD,,True,Children
ZliQRed6jw8C,The Other Dog,,Madeleine L'Engle,Chronicle Books,2001-02,"The family poodle protests at first when the master and mistress bring home a new ""dog"" to share the household.",Juvenile Fiction,158,,0,en,158717040X,9781587170409,http://books.google.com/books?id=ZliQRed6jw8C&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
KvtMAAAAMAAJ,Monthly Bulletin,,New York (N.Y.). Department Of Health,,1919,,,320,,0,en,,,https://play.google.com/store/books/details?id=KvtMAAAAMAAJ&source=gbs_api,https://play.google.com/store/books/details?id=KvtMAAAAMAAJ&rdid=book-KvtMAAAAMAAJ&rdot=1&source=gbs_api,,,,True,Children
RjuDzwEACAAJ,The Slant Book,,Peter Newell,Legare Street Press,2022-10-27,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally ",,0,,0,en,1018591559,9781018591551,http://books.google.com/books?id=RjuDzwEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
3A9gX0IZOz8C,The Law Reports Of The Incorporated Council Of Law Reporting,Cases determined in the Chancery Division and in lunacy and on appeal therefrom in the Court of Appeal,Great Britain. High Court Of Justice. Chancery Division,,1914,,Equity,1060,,0,en,,,https://play.google.com/store/books/details?id=3A9gX0IZOz8C&source=gbs_api,https://play.google.com/store/books/details?id=3A9gX0IZOz8C&rdid=book-3A9gX0IZOz8C&rdot=1&source=gbs_api,,,,True,Children
xiD6ABLrMOYC,Annual And Biennial Reports For ... Made To The ... General Assembly Of The State Of Ohio,,Ohio,,1910,,Ohio,934,,0,en,,,https://play.google.com/store/books/details?id=xiD6ABLrMOYC&source=gbs_api,https://play.google.com/store/books/details?id=xiD6ABLrMOYC&rdid=book-xiD6ABLrMOYC&rdot=1&source=gbs_api,,,,True,Children
jGYKzgEACAAJ,Animals Of Nimaamaa-Aki,(My Mother Earth),,Independently Published,2020-10-30,Animals of Turtle Island is a story exploring the traits of our sacred animal relatives through imagination and wonder. This is the Ojibwe version. translated by Tara Dupui. It's an honor to teach my sons how to care for and respect all the amazing spirits of our beautiful homeland.,,24,,0,en,,9798555036667,http://books.google.com/books?id=jGYKzgEACAAJ&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
Ev3-Z8HB5FIC,Children And Development,Report of the Working Conference,Angelien Eijsink,Ministry of Foreign Affairs Deve Ion Department,1996,"Expands proposals originating in First Steps, a policy memorandum on children in developing countries formulated in 1994 by the Government of the Netherlands.",Children,136,,0,en,,,http://books.google.com/books?id=Ev3-Z8HB5FIC&dq=children&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Children
EVGMDv5oAi4C,"Holy-Days And Holidays, A Treasury Of Historical Material, Sermons, Poetry [&C.] Relating To Holy Days And Holidays, Compiled By E.M. Deems",,Holy Days,,1902,,,786,,0,en,,,https://play.google.com/store/books/details?id=EVGMDv5oAi4C&source=gbs_api,https://play.google.com/store/books/details?id=EVGMDv5oAi4C&rdid=book-EVGMDv5oAi4C&rdot=1&source=gbs_api,,,,True,Children
8y0lAAAAMAAJ,"Sketch And Map Of A Trip From Philadelphia To Tinicum Island, Delaware County, Pennsylvania, Where The Swedes Founded The First Permanent Colony, And Established And Maintained For Twelve Years (From 1643 To 1655) The First Seat Of Government In Pennsylvania, Thirty-Nine Years Before The Coming Of William Penn","This Itinerary Includes Points of Historic Interest in the Old Swedish Settlements, Wacaco, Passyunk and Kingsessing, Philadelphia",Henry D. Paxson,,1926,,Delaware,264,,0,en,,,https://play.google.com/store/books/details?id=8y0lAAAAMAAJ&source=gbs_api,https://play.google.com/store/books/details?id=8y0lAAAAMAAJ&rdid=book-8y0lAAAAMAAJ&rdot=1&source=gbs_api,,,,True,Children
psTnWQ9RwvQC,Bulletin,,American Lung Association,,1926,,Lungs,160,5,1,en,,,https://play.google.com/store/books/details?id=psTnWQ9RwvQC&source=gbs_api,https://play.google.com/store/books/details?id=psTnWQ9RwvQC&rdid=book-psTnWQ9RwvQC&rdot=1&source=gbs_api,,,,True,Children
esLr_o1p3eQC,Index To Publications Of The American Association Of Museums,"Completed Serials: Proceedings of the American Association of Museums, 1907-1917; Museum Work, 1918-1926",American Association Of Museums,,1927,,Museums,40,,0,en,,,https://play.google.com/store/books/details?id=esLr_o1p3eQC&source=gbs_api,https://play.google.com/store/books/details?id=esLr_o1p3eQC&rdid=book-esLr_o1p3eQC&rdot=1&source=gbs_api,,,,True,Children
